NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;HNEIGEF;NEIGETOTX
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230622;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230623;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230624;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230625;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230626;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230627;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230628;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230629;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230630;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230701;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230702;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230703;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230704;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230705;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230706;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230707;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230708;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230709;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230710;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230711;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230712;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230713;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230714;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230715;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230716;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230717;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230718;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230719;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230720;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230721;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230722;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230723;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230724;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230725;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230726;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230727;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230728;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230729;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230730;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230731;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230801;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230802;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230803;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230804;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230805;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230806;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230807;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230808;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230809;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230810;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230811;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230812;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230813;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230814;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230815;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230816;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230817;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230818;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230819;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230820;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230821;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230822;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230823;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230824;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230825;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230826;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230827;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230828;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230829;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230830;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230831;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230901;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230902;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230903;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230904;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230905;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230906;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230907;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230908;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230909;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230910;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230911;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230912;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230913;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230914;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230915;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230916;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230917;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230918;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230919;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230920;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230921;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230922;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230923;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230924;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230925;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230926;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230927;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230928;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230929;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230930;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231001;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231002;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231003;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231004;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231005;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231006;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231007;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231008;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231009;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231010;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231011;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231012;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231013;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231014;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231015;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231016;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231017;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231018;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231019;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231020;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231021;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231022;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231023;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231024;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231025;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231026;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231027;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231028;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231029;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231030;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231031;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231101;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231102;18;5
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231103;;23
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231104;;23
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231105;;13
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231106;;13
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231107;;17
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231108;;17
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231109;;16
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231110;;23
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231111;;24
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231112;;25
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231113;;20
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231114;;9
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231115;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231116;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231117;;1
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231118;;2
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231119;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231120;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231121;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231122;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231123;;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231124;;3
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231125;;10
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231126;;10
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231127;;24
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231128;;41
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231129;;38
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231130;;39
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231201;;42
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231202;;58
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231203;;56
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231204;;66
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231205;;69
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231206;;67
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231207;;62
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231208;;62
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231209;;61
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231210;;56
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231211;;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231212;;43
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231213;;53
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231214;;66
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231215;0;66
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231216;0;62
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231217;0;59
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231218;0;57
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231219;0;56
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231220;1;54
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231221;6;56
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231222;2;58
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231223;0;58
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231224;0;58
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231225;0;58
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231226;0;57
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231227;0;59
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231228;0;55
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231229;0;53
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231230;0;51
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20231231;20;69
